Unnamed: 0,日期,日期.1,质量等级,AQI指数,当天AQI排名,PM2.5,PM10,So2,No2,Co,O3
0,2017/1/1,2017/1/1,严重污染,454.0,365.0,430.0,501.0,8.0,131.0,6.43,4.0
1,2017/1/2,2017/1/2,重度污染,220.0,296.0,,246.0,12.0,92.0,3.14,24.0
2,2017/1/3,2017/1/3,严重污染,338.0,354.0,290.0,380.0,17.0,137.0,5.61,
3,2017/1/4,2017/1/4,严重污染,393.0,360.0,344.0,452.0,18.0,145.0,7.28,8.0
4,2017/1/5,2017/1/5,严重污染,276.0,345.0,224.0,275.0,,109.0,5.55,5.0
5,2017/1/6,2017/1/6,重度污染,245.0,350.0,194.0,190.0,23.0,104.0,4.28,7.0
5,2017/1/6,2017/1/6,重度污染,245.0,350.0,194.0,190.0,23.0,104.0,4.28,7.0
6,2017/1/7,2017/1/7,重度污染,211.0,327.0,,128.0,17.0,80.0,3.22,6.0
7,2017/1/8,2017/1/8,良 ,104.0,36.0,22.0,9.0,33.0,0.97,42.0,42.0
8,2017/1/9,2017/1/9,优,67.0,32.0,44.0,6.0,36.0,0.76,38.0,38.0
9,2017/1/10,2017/1/10,优,71.0,23.0,40.0,6.0,32.0,0.64,45.0,45.0
10,2017/1/11,2017/1/11,良,198.0,-99.0,81.0,18.0,70.0,1.54,14.0,14.0
11,2017/1/12,2017/1/12,良,148.0,39.0,57.0,11.0,46.0,0.88,38.0,38.0
12,2017/1/13,2017/1/13,优,35.0,7.0,20.0,4.0,19.0,0.38,60.0,60.0
13,2017/1/14,2017/1/14,优,39.0,18.0,37.0,10.0,41.0,0.8,32.0,32.0
14,2017/1/15,2017/1/15,良,197.0,51.0,69.0,10.0,48.0,0.99,18.0,18.0
15,2017/1/16,2017/1/16,轻度污染,123.0,284.0,92.0,107.0,17.0,65.0,1.71,4.0
16,2017/1/17,2017/1/17,中度污染,176.0,311.0,132.0,144.0,20.0,71.0,2.11,10.0
17,2017/1/18,2017/1/18,良,74.0,37.0,50.0,9.0,48.0,0.83,,26.0
18,2017/1/19,2017/1/19,良,161.0,45.0,88.0,13.0,36.0,1.17,39.0,39.0
19,2017/1/20,2017/1/20,优,45.0,21.0,34.0,7.0,31.0,,48.0,48.0
20,2017/1/21,2017/1/21,良,58.0,,49.0,9.0,28.0,0.78,48.0,48.0
21,2017/1/22,2017/1/22,优,8.0,23.0,34.0,10.0,38.0,0.79,37.0,37.0
21,2017/1/22,2017/1/22,优,8.0,23.0,34.0,10.0,38.0,0.79,37.0,37.0
22,2017/1/23,2017/1/23,优,35.0,32.0,44.0,12.0,45.0,0.98,29.0,29.0
23,2017/1/24,2017/1/24,轻度污染,114.0,239.0,85.0,100.0,27.0,73.0,2.04,15.0
24,2017/1/25,2017/1/25,重度污染,221.0,314.0,171.0,186.0,38.0,91.0,3.22,14.0
25,2017/1/26,2017/1/26,重度污染,203.0,289.0,159.0,196.0,25.0,62.0,2.66,33.0
26,2017/1/27,2017/1/27,良,149.0,60.0,88.0,20.0,28.0,0.72,59.0,59.0
27,2017/1/28,2017/1/28,严重污染,364.0,359.0,337.0,419.0,81.0,69.0,2.62,16.0
28,2017/1/29,2017/1/29,良,166.0,39.0,75.0,10.0,16.0,0.72,61.0,61.0
29,2017/1/30,2017/1/30,优,101.0,24.0,31.0,9.0,19.0,0.56,,62.0
30,2017/1/31,2017/1/31,轻度污染,102.0,310.0,75.0,86.0,27.0,40.0,1.26,45.0
0,2017/2/1,2017/2/1,良,125.0,30.0,49.0,12.0,24.0,0.6,56.0,56.0
1,2017/2/2,2017/2/2,轻度污染,107.0,264.0,80.0,101.0,29.0,58.0,1.53,31.0
2,2017/2/3,2017/2/3,中度污染,196.0,327.0,,181.0,43.0,83.0,2.57,25.0
3,2017/2/4,2017/2/4,严重污染,294.0,358.0,247.0,280.0,49.0,92.0,3.23,33.0
4,2017/2/5,2017/2/5,优,6.0,12.0,16.0,,23.0,0.46,64.0,64.0
5,2017/2/6,2017/2/6,优,14.0,12.0,23.0,6.0,26.0,0.47,55.0,55.0
6,2017/2/7,2017/2/7,轻度污染,101.0,322.0,75.0,93.0,20.0,59.0,1.51,17.0
7,2017/2/8,2017/2/8,良,221.0,32.0,50.0,6.0,26.0,0.73,56.0,56.0
8,2017/2/9,2017/2/9,优,24.0,6.0,20.0,2.0,10.0,0.3,73.0,73.0
9,2017/2/10,2017/2/10,优,23.0,6.0,,2.0,13.0,0.31,74.0,74.0
10,2017/2/11,2017/2/11,良,86.0,42.0,66.0,17.0,43.0,0.87,45.0,45.0
11,2017/2/12,2017/2/12,轻度污染,,306.0,104.0,132.0,41.0,76.0,2.28,23.0
12,2017/2/13,2017/2/13,轻度污染,109.0,229.0,79.0,104.0,23.0,66.0,2.06,32.0
13,2017/2/14,2017/2/14,重度污染,225.0,338.0,176.0,190.0,30.0,95.0,2.89,12.0
14,2017/2/15,2017/2/15,严重污染,283.0,358.0,232.0,209.0,35.0,105.0,3.16,22.0
15,2017/2/16,2017/2/16,轻度污染,145.0,289.0,107.0,71.0,18.0,54.0,1.44,47.0
15,2017/2/16,2017/2/16,轻度污染,145.0,289.0,107.0,71.0,18.0,54.0,1.44,47.0
16,2017/2/17,2017/2/17,优级,39.0,20.0,37.0,6.0,27.0,0.52,59.0,59.0
17,2017/2/18,2017/2/18,轻度污染,111.0,255.0,83.0,119.0,25.0,71.0,1.58,25.0
18,2017/2/19,2017/2/19,轻度污染,150.0,277.0,97.0,143.0,24.0,61.0,1.41,43.0
19,2017/2/20,2017/2/20,优,15.0,10.0,31.0,4.0,23.0,0.42,62.0,62.0
20,2017/2/21,2017/2/21,良,308.0,60.0,,14.0,58.0,1.32,17.0,17.0
21,2017/2/22,2017/2/22,轻度污染,106.0,313.0,76.0,50.0,6.0,40.0,1.08,41.0
22,2017/2/23,2017/2/23,优,43.0,16.0,28.0,6.0,29.0,,60.0,60.0
23,2017/2/24,2017/2/24,优,80.0,25.0,39.0,9.0,43.0,0.76,45.0,45.0
24,2017/2/25,2017/2/25,优,27.0,10.0,21.0,5.0,29.0,0.47,58.0,58.0
25,2017/2/26,2017/2/26,优,50.0,27.0,45.0,9.0,49.0,0.76,41.0,41.0
26,2017/2/27,2017/2/27,良,219.0,64.0,93.0,16.0,75.0,1.42,27.0,27.0
27,2017/2/28,2017/2/28,优,1.0,14.0,29.0,6.0,,0.52,58.0,58.0
0,2017/3/1,2017/3/1,优,28.0,7.0,37.0,,13.0,0.32,79.0,79.0
1,2017/3/2,2017/3/2,良,105.0,36.0,73.0,11.0,,0.81,40.0,40.0
2,2017/3/3,2017/3/3,轻度污染,110.0,343.0,82.0,139.0,22.0,67.0,1.47,33.0
3,2017/3/4,2017/3/4,轻度污染,112.0,273.0,83.0,107.0,24.0,68.0,1.54,47.0
4,2017/3/5,2017/3/5,优,35.0,14.0,33.0,4.0,19.0,0.38,73.0,73.0
5,2017/3/6,2017/3/6,优,54.0,16.0,44.0,5.0,34.0,0.61,48.0,48.0
6,2017/3/7,2017/3/7,优,12.0,6.0,24.0,2.0,12.0,0.3,70.0,70.0
7,2017/3/8,2017/3/8,优,15.0,9.0,29.0,2.0,20.0,0.39,68.0,68.0
8,2017/3/9,2017/3/9,优,11.0,11.0,32.0,3.0,33.0,0.45,53.0,53.0
9,2017/3/10,2017/3/10,良 ,85.0,30.0,,10.0,59.0,0.79,,41.0
10,2017/3/11,2017/3/11,良,190.0,45.0,81.0,15.0,47.0,0.83,51.0,51.0
11,2017/3/12,2017/3/12,优,43.0,6.0,27.0,2.0,11.0,0.26,79.0,79.0
4,2017/1/5,2017/1/5,严重污染,276.0,345.0,224.0,275.0,15.0,109.0,5.55,5.0
12,2017/3/13,2017/3/13,优,48.0,9.0,26.0,4.0,27.0,0.4,63.0,63.0
13,2017/3/14,2017/3/14,优,74.0,,44.0,6.0,,0.52,52.0,52.0
14,2017/3/15,2017/3/15,良,295.0,61.0,91.0,20.0,65.0,1.13,40.0,40.0
15,2017/3/16,2017/3/16,轻度污染,149.0,361.0,112.0,153.0,23.0,86.0,1.35,39.0
16,2017/3/17,2017/3/17,中度污染,159.0,354.0,120.0,159.0,18.0,68.0,1.07,46.0
17,2017/3/18,2017/3/18,中度污染,184.0,359.0,140.0,,14.0,65.0,1.13,67.0
18,2017/3/19,2017/3/19,严重污染,272.0,366.0,221.0,249.0,31.0,78.0,2.02,79.0
19,2017/3/20,2017/3/20,中度污染,184.0,363.0,142.0,146.0,18.0,72.0,1.34,39.0
20,2017/3/21,2017/3/21,轻度污染,113.0,322.0,85.0,91.0,5.0,45.0,,50.0
21,2017/3/22,2017/3/22,中度污染,173.0,359.0,131.0,170.0,17.0,77.0,1.21,39.0
21,2017/3/22,2017/3/22,中度污染,173.0,359.0,131.0,170.0,17.0,77.0,1.21,39.0
22,2017/3/23,2017/3/23,中度污染,163.0,355.0,124.0,,6.0,57.0,1.63,38.0
23,2017/3/24,2017/3/24,良,263.0,59.0,0.0,2.0,46.0,0.96,34.0,34.0
24,2017/3/25,2017/3/25,良,127.0,34.0,25.0,3.0,34.0,0.8,47.0,47.0
25,2017/3/26,2017/3/26,优,14.0,11.0,,2.0,,0.33,70.0,70.0
26,2017/3/27,2017/3/27,优,6.0,15.0,32.0,2.0,30.0,0.4,61.0,61.0
27,2017/3/28,2017/3/28,良,220.0,56.0,90.0,8.0,50.0,,52.0,52.0
28,2017/3/29,2017/3/29,轻度污染,145.0,353.0,110.0,133.0,9.0,61.0,0.86,55.0
29,2017/3/30,2017/3/30,轻度污染,119.0,311.0,88.0,131.0,14.0,54.0,1.14,46.0
30,2017/3/31,2017/3/31,优,86.0,18.0,47.0,3.0,30.0,0.4,66.0,66.0
0,2017/4/1,2017/4/1,良,119.0,28.0,73.0,5.0,,0.58,48.0,48.0
1,2017/4/2,2017/4/2,良,262.0,66.0,110.0,12.0,70.0,1.07,48.0,48.0
2,2017/4/3,2017/4/3,中度污染,159.0,360.0,,168.0,19.0,76.0,1.26,74.0
3,2017/4/4,2017/4/4,中度污染,175.0,363.0,134.0,155.0,20.0,63.0,1.14,62.0
4,2017/4/5,2017/4/5,良,224.0,61.0,60.0,,27.0,0.61,95.0,95.0
5,2017/4/6,2017/4/6,轻度污染,126.0,324.0,95.0,91.0,5.0,44.0,0.9,74.0
6,2017/4/7,2017/4/7,轻度污染,103.0,280.0,76.0,120.0,7.0,43.0,0.79,60.0
7,2017/4/8,2017/4/8,轻度污染,,328.0,76.0,138.0,6.0,59.0,0.89,30.0
8,2017/4/9,2017/4/9,良 ,349.0,63.0,100.0,6.0,45.0,0.88,46.0,46.0
9,2017/4/10,2017/4/10,良,339.0,64.0,117.0,8.0,57.0,0.74,42.0,42.0
10,2017/4/11,2017/4/11,良,204.0,27.0,66.0,3.0,,0.38,62.0,62.0
11,2017/4/12,2017/4/12,良,199.0,25.0,84.0,4.0,49.0,0.54,46.0,46.0
12,2017/4/13,2017/4/13,良,307.0,52.0,,13.0,60.0,,49.0,49.0
13,2017/4/14,2017/4/14,良,317.0,58.0,131.0,5.0,65.0,0.85,45.0,45.0
14,2017/4/15,2017/4/15,良,115.0,34.0,86.0,4.0,48.0,0.48,63.0,63.0
15,2017/4/16,2017/4/16,轻度污染,134.0,350.0,90.0,171.0,15.0,68.0,0.95,56.0
16,2017/4/17,2017/4/17,中度污染,180.0,354.0,125.0,215.0,7.0,54.0,0.95,57.0
17,2017/4/18,2017/4/18,良,145.0,,78.0,2.0,17.0,0.24,,81.0
18,2017/4/19,2017/4/19,良,230.0,41.0,,6.0,67.0,0.8,20.0,20.0
19,2017/4/20,2017/4/20,良,227.0,,92.0,2.0,43.0,0.69,46.0,46.0
20,2017/4/21,2017/4/21,良 ,141.0,16.0,56.0,2.0,20.0,0.29,74.0,74.0
21,2017/4/22,2017/4/22,良,325.0,41.0,118.0,7.0,41.0,0.46,68.0,68.0
21,2017/4/22,2017/4/22,良,325.0,41.0,118.0,7.0,41.0,0.46,68.0,68.0
22,2017/4/23,2017/4/23,良,116.0,22.0,71.0,3.0,21.0,0.37,86.0,86.0
23,2017/4/23,2017/4/23,良,116.0,22.0,71.0,3.0,21.0,0.37,86.0,86.0
24,2017/4/24,2017/4/24,良,168.0,33.0,82.0,4.0,30.0,0.5,73.0,73.0
25,2017/4/25,2017/4/25,优,40.0,11.0,37.0,2.0,22.0,0.27,59.0,59.0
26,2017/4/26,2017/4/26,优,88.0,13.0,38.0,2.0,27.0,0.33,64.0,64.0
27,2017/4/27,2017/4/27,优,87.0,14.0,46.0,2.0,32.0,0.31,62.0,62.0
28,2017/4/28,2017/4/28,良,110.0,21.0,65.0,2.0,36.0,0.39,67.0,67.0
1,2017/4/2,2017/4/2,良,262.0,66.0,110.0,12.0,70.0,1.07,48.0,48.0
29,2017/4/29,2017/4/29,良 ,166.0,38.0,99.0,2.0,39.0,0.39,69.0,69.0
30,2017/4/30,2017/4/30,轻度污染,106.0,312.0,48.0,159.0,4.0,42.0,0.48,77.0
0,2017/5/1,2017/5/1,良,222.0,40.0,112.0,7.0,44.0,0.7,71.0,71.0
1,2017/5/2,2017/5/2,良,293.0,57.0,,9.0,50.0,0.95,105.0,105.0
2,2017/5/3,2017/5/3,轻度污染,104.0,324.0,72.0,121.0,8.0,47.0,0.85,79.0
3,2017/5/4,2017/5/4,严重污染,420.0,354.0,336.0,772.0,2.0,21.0,0.29,79.0
4,2017/5/5,2017/5/5,严重污染,256.0,312.0,185.0,438.0,3.0,21.0,0.31,64.0
4,2017/5/5,2017/5/5,严重污染,256.0,312.0,185.0,438.0,3.0,21.0,0.31,64.0
5,2017/5/6,2017/5/6,良,128.0,,90.0,2.0,32.0,0.36,68.0,68.0
6,2017/5/7,2017/5/7,良,113.0,26.0,75.0,3.0,40.0,0.4,78.0,78.0
7,2017/5/8,2017/5/8,良,255.0,52.0,109.0,6.0,52.0,0.56,96.0,96.0
8,2017/5/9,2017/5/9,良,280.0,45.0,97.0,6.0,25.0,0.51,107.0,107.0
9,2017/5/10,2017/5/10,良 ,135.0,37.0,68.0,3.0,,0.46,87.0,87.0
10,2017/5/11,2017/5/11,良,271.0,28.0,130.0,3.0,30.0,0.32,69.0,69.0
11,2017/5/12,2017/5/12,轻度污染,109.0,303.0,42.0,166.0,4.0,23.0,0.39,90.0
12,2017/5/13,2017/5/13,良,142.0,18.0,71.0,2.0,15.0,0.25,72.0,72.0
13,2017/5/14,2017/5/14,优级,52.0,11.0,37.0,2.0,15.0,0.28,87.0,87.0
14,2017/5/15,2017/5/15,良,183.0,20.0,58.0,5.0,,0.52,94.0,94.0
15,2017/5/16,2017/5/16,良,87.0,342.0,40.0,88.0,8.0,28.0,0.59,126.0
16,2017/5/17,2017/5/17,轻度污染,118.0,358.0,58.0,111.0,8.0,34.0,0.68,151.0
17,2017/5/18,2017/5/18,轻度污染,144.0,356.0,79.0,143.0,9.0,50.0,0.82,169.0
18,2017/5/19,2017/5/19,轻度污染,145.0,351.0,83.0,152.0,8.0,39.0,0.79,153.0
19,2017/5/20,2017/5/20,轻度污染,115.0,331.0,54.0,124.0,8.0,37.0,0.7,131.0
20,2017/5/20,2017/5/20,轻度污染,115.0,331.0,54.0,124.0,8.0,37.0,0.7,131.0
21,2017/5/21,2017/5/21,良,284.0,56.0,98.0,14.0,,0.94,123.0,123.0
22,2017/5/22,2017/5/22,良,241.0,42.0,60.0,7.0,33.0,1.15,40.0,40.0
23,2017/5/23,2017/5/23,优,157.0,17.0,37.0,,28.0,0.36,96.0,96.0
24,2017/5/24,2017/5/24,良,176.0,16.0,51.0,2.0,41.0,0.38,77.0,77.0
25,2017/5/25,2017/5/25,良,232.0,20.0,82.0,5.0,37.0,0.53,90.0,90.0
26,2017/5/26,2017/5/26,良,289.0,43.0,94.0,8.0,48.0,0.58,110.0,110.0
27,2017/5/27,2017/5/27,轻度污染,110.0,312.0,65.0,116.0,19.0,45.0,1.29,154.0
28,2017/5/28,2017/5/28,轻度污染,150.0,359.0,87.0,137.0,15.0,34.0,1.36,167.0
29,2017/5/29,2017/5/29,良,146.0,28.0,88.0,7.0,24.0,0.66,,92.0
30,2017/5/30,2017/5/30,良,169.0,39.0,68.0,2.0,36.0,0.64,91.0,91.0
31,2017/5/31,2017/5/31,轻度污染,117.0,331.0,65.0,105.0,3.0,43.0,0.75,115.0
0,2017/6/1,2017/6/1,良,213.0,22.0,56.0,3.0,27.0,0.6,113.0,113.0
1,2017/6/2,2017/6/2,良,175.0,22.0,65.0,11.0,36.0,0.94,53.0,53.0
2,2017/6/3,2017/6/3,良,194.0,28.0,55.0,4.0,34.0,0.69,75.0,75.0
3,2017/6/4,2017/6/4,良,354.0,45.0,,9.0,47.0,0.63,111.0,111.0
4,2017/6/5,2017/6/5,轻度污染,108.0,361.0,63.0,113.0,15.0,59.0,0.91,119.0
5,2017/6/6,2017/6/6,良,247.0,35.0,46.0,2.0,23.0,0.5,81.0,81.0
6,2017/6/7,2017/6/7,良,302.0,45.0,53.0,2.0,29.0,0.6,85.0,85.0
7,2017/6/8,2017/6/8,良,144.0,23.0,53.0,2.0,51.0,0.55,63.0,63.0
8,2017/6/9,2017/6/9,良,289.0,28.0,88.0,4.0,50.0,0.59,103.0,103.0
9,2017/6/10,2017/6/10,良,263.0,20.0,70.0,10.0,,0.77,83.0,83.0
10,2017/6/11,2017/6/11,良,298.0,31.0,83.0,6.0,46.0,0.64,,88.0
25,2017/5/25,2017/5/25,良,232.0,20.0,82.0,5.0,37.0,0.53,90.0,90.0
11,2017/6/12,2017/6/12,良,283.0,33.0,78.0,15.0,43.0,1.08,92.0,92.0
12,2017/6/13,2017/6/13,良,255.0,39.0,62.0,,41.0,0.81,98.0,98.0
13,2017/6/14,2017/6/14,良,276.0,36.0,59.0,2.0,45.0,0.72,106.0,106.0
14,2017/6/15,2017/6/15,轻度污染,104.0,295.0,37.0,89.0,3.0,44.0,0.59,150.0
15,2017/6/16,2017/6/16,轻度污染,,301.0,57.0,124.0,5.0,39.0,0.62,155.0
16,2017/6/17,2017/6/17,轻度污染,134.0,341.0,79.0,155.0,10.0,36.0,0.87,177.0
17,2017/6/18,2017/6/18,轻度污染,130.0,349.0,71.0,128.0,10.0,30.0,0.84,166.0
18,2017/6/19,2017/6/19,良,317.0,35.0,58.0,2.0,25.0,0.57,146.0,146.0
19,2017/6/20,2017/6/20,良,327.0,31.0,64.0,3.0,24.0,0.61,157.0,157.0
20,2017/6/21,2017/6/21,轻度污染,101.0,332.0,,83.0,7.0,28.0,0.86,151.0
21,2017/6/22,2017/6/22,良,225.0,,27.0,1.0,23.0,0.77,94.0,94.0
22,2017/6/23,2017/6/23,优,132.0,18.0,11.0,2.0,18.0,0.66,85.0,85.0
23,2017/6/24,2017/6/24,优,115.0,19.0,26.0,2.0,,0.5,77.0,77.0
24,2017/6/25,2017/6/25,良,233.0,25.0,44.0,2.0,30.0,0.5,,84.0
25,2017/6/26,2017/6/26,良,224.0,22.0,45.0,1.0,34.0,0.44,,104.0
26,2017/6/27,2017/6/27,轻度污染,135.0,356.0,69.0,106.0,5.0,39.0,0.79,150.0
27,2017/6/28,2017/6/28,轻度污染,138.0,359.0,94.0,124.0,7.0,40.0,1.17,154.0
28,2017/6/29,2017/6/29,轻度污染,108.0,332.0,59.0,86.0,5.0,30.0,0.82,152.0
29,2017/6/30,2017/6/30,轻度污染,127.0,359.0,71.0,111.0,2.0,36.0,0.84,159.0
0,2017/7/1,2017/7/1,轻度污染,137.0,362.0,89.0,132.0,,40.0,0.97,154.0
1,2017/7/2,2017/7/2,中度污染,157.0,362.0,93.0,122.0,6.0,31.0,1.08,157.0
2,2017/7/3,2017/7/3,良,308.0,59.0,77.0,2.0,28.0,0.81,103.0,103.0
3,2017/7/4,2017/7/4,良,270.0,48.0,55.0,2.0,37.0,0.8,88.0,88.0
4,2017/7/5,2017/7/5,轻度污染,117.0,363.0,82.0,92.0,2.0,36.0,1.02,116.0
5,2017/7/6,2017/7/6,良,356.0,69.0,49.0,3.0,31.0,1.37,71.0,71.0
6,2017/7/7,2017/7/7,良,274.0,31.0,38.0,2.0,18.0,0.73,113.0,113.0
7,2017/7/8,2017/7/8,良,313.0,36.0,57.0,1.0,28.0,0.63,129.0,129.0
8,2017/7/9,2017/7/9,轻度污染,125.0,361.0,73.0,98.0,2.0,28.0,1.02,152.0
9,2017/7/10,2017/7/10,良,301.0,24.0,52.0,2.0,30.0,0.5,124.0,124.0
10,2017/7/11,2017/7/11,轻度污染,118.0,344.0,43.0,,3.0,40.0,0.78,171.0
11,2017/7/12,2017/7/12,轻度污染,136.0,363.0,73.0,131.0,3.0,38.0,0.92,165.0
12,2017/7/13,2017/7/13,轻度污染,101.0,343.0,65.0,93.0,3.0,24.0,0.74,131.0
13,2017/7/14,2017/7/14,良,284.0,32.0,62.0,2.0,34.0,0.64,112.0,112.0
14,2017/7/15,2017/7/15,良,302.0,34.0,45.0,2.0,26.0,0.89,111.0,111.0
15,2017/7/16,2017/7/16,轻度污染,110.0,365.0,63.0,84.0,,34.0,1.11,123.0
16,2017/7/17,2017/7/17,良,339.0,53.0,71.0,2.0,28.0,1.01,105.0,105.0
17,2017/7/18,2017/7/18,良,344.0,62.0,80.0,2.0,26.0,0.89,91.0,91.0
18,2017/7/19,2017/7/19,轻度污染,101.0,351.0,73.0,83.0,2.0,24.0,0.75,101.0
19,2017/7/20,2017/7/20,轻度污染,,361.0,96.0,113.0,2.0,29.0,0.78,104.0
20,2017/7/21,2017/7/21,优,121.0,22.0,24.0,2.0,24.0,0.67,60.0,60.0
21,2017/7/22,2017/7/22,优,60.0,21.0,35.0,2.0,29.0,,46.0,46.0
22,2017/7/23,2017/7/23,良,199.0,41.0,,2.0,35.0,0.69,52.0,52.0
23,2017/7/24,2017/7/24,良,206.0,40.0,57.0,2.0,38.0,0.76,26.0,26.0
24,2017/7/25,2017/7/25,良,184.0,31.0,48.0,3.0,31.0,0.81,71.0,71.0
25,2017/7/26,2017/7/26,优,60.0,21.0,33.0,2.0,29.0,0.68,62.0,62.0
26,2017/7/27,2017/7/27,良,177.0,38.0,64.0,2.0,44.0,0.93,49.0,49.0
27,2017/7/28,2017/7/28,良,156.0,26.0,57.0,2.0,41.0,0.71,62.0,62.0
28,2017/7/29,2017/7/29,良,234.0,31.0,59.0,2.0,37.0,,79.0,79.0
15,2017/7/16,2017/7/16,轻度污染,110.0,365.0,63.0,84.0,2.0,34.0,1.11,123.0
29,2017/7/30,2017/7/30,良,306.0,36.0,66.0,2.0,33.0,0.65,104.0,104.0
29,2017/7/30,2017/7/30,良 ,306.0,36.0,66.0,2.0,33.0,0.65,104.0,104.0
30,2017/7/31,2017/7/31,轻度污染,128.0,356.0,,100.0,2.0,34.0,0.92,143.0
0,2017/8/1,2017/8/1,良,346.0,67.0,86.0,2.0,29.0,0.96,92.0,92.0
1,2017/8/2,2017/8/2,良,234.0,33.0,50.0,3.0,,1.04,47.0,47.0
2,2017/8/3,2017/8/3,优,168.0,19.0,37.0,2.0,17.0,0.6,85.0,85.0
3,2017/8/4,2017/8/4,良,254.0,20.0,43.0,2.0,34.0,0.54,92.0,92.0
4,2017/8/5,2017/8/5,良,281.0,25.0,57.0,2.0,33.0,,108.0,108.0
5,2017/8/6,2017/8/6,良,167.0,16.0,33.0,2.0,27.0,0.47,87.0,87.0
6,2017/8/7,2017/8/7,优,144.0,9.0,32.0,2.0,29.0,0.4,90.0,90.0
7,2017/8/8,2017/8/8,良,353.0,,67.0,,37.0,0.64,121.0,121.0
8,2017/8/9,2017/8/9,良,246.0,21.0,34.0,2.0,23.0,,103.0,103.0
9,2017/8/10,2017/8/10,良,327.0,62.0,83.0,2.0,31.0,0.75,106.0,106.0
10,2017/8/11,2017/8/11,轻度污染,123.0,358.0,89.0,98.0,2.0,36.0,1.14,88.0
11,2017/8/12,2017/8/12,优,161.0,29.0,36.0,2.0,34.0,0.73,,68.0
12,2017/8/13,2017/8/13,良,277.0,39.0,50.0,2.0,34.0,0.87,49.0,49.0
13,2017/8/14,2017/8/14,良,222.0,26.0,40.0,2.0,25.0,0.74,83.0,83.0
14,2017/8/15,2017/8/15,良,317.0,52.0,73.0,3.0,30.0,0.91,94.0,94.0
15,2017/8/16,2017/8/16,良,340.0,56.0,71.0,2.0,36.0,0.86,62.0,62.0
16,2017/8/17,2017/8/17,优,176.0,21.0,34.0,2.0,26.0,0.67,73.0,73.0
17,2017/8/18,2017/8/18,良,333.0,51.0,72.0,2.0,50.0,1.14,60.0,60.0
18,2017/8/19,2017/8/19,良,299.0,41.0,50.0,2.0,31.0,1.0,75.0,75.0
19,2017/8/20,2017/8/20,良,349.0,59.0,71.0,2.0,35.0,1.19,77.0,77.0
20,2017/8/21,2017/8/21,轻度污染,103.0,359.0,68.0,92.0,2.0,36.0,1.04,108.0
21,2017/8/22,2017/8/22,轻度污染,104.0,361.0,77.0,94.0,2.0,33.0,0.93,67.0
22,2017/8/23,2017/8/23,优,177.0,10.0,28.0,2.0,25.0,0.51,81.0,81.0
23,2017/8/24,2017/8/24,优级,146.0,13.0,36.0,2.0,35.0,0.52,40.0,40.0
24,2017/8/25,2017/8/25,优,102.0,8.0,34.0,2.0,35.0,0.41,38.0,38.0
25,2017/8/26,2017/8/26,优,229.0,13.0,53.0,2.0,46.0,0.52,29.0,29.0
26,2017/8/27,2017/8/27,优,81.0,16.0,27.0,2.0,27.0,0.52,55.0,55.0
27,2017/8/28,2017/8/28,优,123.0,18.0,17.0,,25.0,0.49,39.0,39.0
28,2017/8/29,2017/8/29,优,207.0,14.0,45.0,3.0,34.0,0.47,41.0,41.0
29,2017/8/30,2017/8/30,良,356.0,50.0,85.0,3.0,42.0,0.79,70.0,70.0
30,2017/8/31,2017/8/31,轻度污染,106.0,359.0,79.0,97.0,2.0,33.0,0.88,65.0
0,2017/9/1,2017-09-01,中度污染,177.0,366.0,134.0,149.0,2.0,38.0,,71.0
1,2017/9/2,2017-09-02,轻度污染,148.0,366.0,109.0,118.0,2.0,32.0,1.16,79.0
2,2017/9/3,2017-09-03,良,319.0,55.0,77.0,3.0,29.0,0.77,87.0,87.0
3,2017/9/4,2017-09-04,轻度污染,117.0,366.0,87.0,111.0,3.0,34.0,0.9,93.0
4,2017/9/5,2017-09-05,良,295.0,39.0,59.0,2.0,33.0,0.65,51.0,51.0
5,2017/9/6,2017-09-06,优,190.0,14.0,47.0,2.0,40.0,0.48,56.0,56.0
6,2017/9/7,2017-09-07,良,333.0,42.0,,2.0,46.0,0.72,102.0,102.0
7,2017/9/8,2017-09-08,轻度污染,139.0,364.0,106.0,134.0,2.0,58.0,1.08,51.0
8,2017/9/9,2017-09-09,轻度污染,110.0,352.0,78.0,115.0,2.0,31.0,1.12,148.0
9,2017/9/10,2017-09-10,轻度污染,121.0,364.0,90.0,104.0,3.0,40.0,1.14,56.0
10,2017/9/11,2017-09-11,优,142.0,19.0,36.0,,38.0,0.5,46.0,46.0
11,2017/9/12,2017-09-12,优,128.0,19.0,55.0,,41.0,0.5,59.0,59.0
12,2017/9/13,2017-09-13,轻度污染,101.0,348.0,70.0,120.0,5.0,56.0,1.07,94.0
13,2017/9/14,2017-09-14,轻度污染,125.0,365.0,86.0,125.0,4.0,,1.03,89.0
14,2017/9/15,2017-09-15,良,312.0,58.0,98.0,3.0,59.0,0.84,,59.0
15,2017/9/16,2017-09-16,轻度污染,116.0,355.0,87.0,124.0,3.0,60.0,1.04,74.0
16,2017/9/17,2017-09-17,优,39.0,10.0,30.0,2.0,32.0,0.37,53.0,53.0
17,2017/9/18,2017-09-18,良,134.0,21.0,70.0,2.0,53.0,0.55,62.0,62.0
18,2017/9/19,2017-09-19,优,97.0,12.0,48.0,,44.0,0.44,42.0,42.0
