Unnamed: 0,日期,日期.1,质量等级,AQI指数,当天AQI排名,PM2.5,PM10,So2,No2,Co,O3,年,月,日,周,星期几,季节,是否周末,是否法定节假日,经济活动期,工作日类型
23,2017-06-24,2017/6/24,优,115.0,19.0,26.0,2.0,,0.5,77.0,77.0,2017,6,24,25,5,夏,是,否,夏季高峰,休息日
24,2017-06-25,2017/6/25,良,233.0,25.0,44.0,2.0,30.0,0.5,,84.0,2017,6,25,25,6,夏,是,否,夏季高峰,休息日
25,2017-06-26,2017/6/26,良,224.0,22.0,45.0,1.0,34.0,0.44,,104.0,2017,6,26,26,0,夏,否,否,夏季高峰,工作日
26,2017-06-27,2017/6/27,轻度污染,135.0,356.0,69.0,106.0,5.0,39.0,0.79,150.0,2017,6,27,26,1,夏,否,否,夏季高峰,工作日
27,2017-06-28,2017/6/28,轻度污染,138.0,359.0,94.0,124.0,7.0,40.0,1.17,154.0,2017,6,28,26,2,夏,否,否,夏季高峰,工作日
28,2017-06-29,2017/6/29,轻度污染,108.0,332.0,59.0,86.0,5.0,30.0,0.82,152.0,2017,6,29,26,3,夏,否,否,夏季高峰,工作日
29,2017-06-30,2017/6/30,轻度污染,127.0,359.0,71.0,111.0,2.0,36.0,0.84,159.0,2017,6,30,26,4,夏,否,否,夏季高峰,工作日
0,2017-07-01,2017/7/1,轻度污染,137.0,362.0,89.0,132.0,,40.0,0.97,154.0,2017,7,1,26,5,夏,是,否,夏季高峰,休息日
1,2017-07-02,2017/7/2,中度污染,157.0,362.0,93.0,122.0,6.0,31.0,1.08,157.0,2017,7,2,26,6,夏,是,否,夏季高峰,休息日
2,2017-07-03,2017/7/3,良,308.0,59.0,77.0,2.0,28.0,0.81,103.0,103.0,2017,7,3,27,0,夏,否,否,夏季高峰,工作日
3,2017-07-04,2017/7/4,良,270.0,48.0,55.0,2.0,37.0,0.8,88.0,88.0,2017,7,4,27,1,夏,否,否,夏季高峰,工作日
4,2017-07-05,2017/7/5,轻度污染,117.0,363.0,82.0,92.0,2.0,36.0,1.02,116.0,2017,7,5,27,2,夏,否,否,夏季高峰,工作日
5,2017-07-06,2017/7/6,良,356.0,69.0,49.0,3.0,31.0,1.37,71.0,71.0,2017,7,6,27,3,夏,否,否,夏季高峰,工作日
6,2017-07-07,2017/7/7,良,274.0,31.0,38.0,2.0,18.0,0.73,113.0,113.0,2017,7,7,27,4,夏,否,否,夏季高峰,工作日
7,2017-07-08,2017/7/8,良,313.0,36.0,57.0,1.0,28.0,0.63,129.0,129.0,2017,7,8,27,5,夏,是,否,夏季高峰,休息日
8,2017-07-09,2017/7/9,轻度污染,125.0,361.0,73.0,98.0,2.0,28.0,1.02,152.0,2017,7,9,27,6,夏,是,否,夏季高峰,休息日
9,2017-07-10,2017/7/10,良,301.0,24.0,52.0,2.0,30.0,0.5,124.0,124.0,2017,7,10,28,0,夏,否,否,夏季高峰,工作日
10,2017-07-11,2017/7/11,轻度污染,118.0,344.0,43.0,,3.0,40.0,0.78,171.0,2017,7,11,28,1,夏,否,否,夏季高峰,工作日
11,2017-07-12,2017/7/12,轻度污染,136.0,363.0,73.0,131.0,3.0,38.0,0.92,165.0,2017,7,12,28,2,夏,否,否,夏季高峰,工作日
12,2017-07-13,2017/7/13,轻度污染,101.0,343.0,65.0,93.0,3.0,24.0,0.74,131.0,2017,7,13,28,3,夏,否,否,夏季高峰,工作日
13,2017-07-14,2017/7/14,良,284.0,32.0,62.0,2.0,34.0,0.64,112.0,112.0,2017,7,14,28,4,夏,否,否,夏季高峰,工作日
14,2017-07-15,2017/7/15,良,302.0,34.0,45.0,2.0,26.0,0.89,111.0,111.0,2017,7,15,28,5,夏,是,否,夏季高峰,休息日
15,2017-07-16,2017/7/16,轻度污染,110.0,365.0,63.0,84.0,,34.0,1.11,123.0,2017,7,16,28,6,夏,是,否,夏季高峰,休息日
16,2017-07-17,2017/7/17,良,339.0,53.0,71.0,2.0,28.0,1.01,105.0,105.0,2017,7,17,29,0,夏,否,否,夏季高峰,工作日
17,2017-07-18,2017/7/18,良,344.0,62.0,80.0,2.0,26.0,0.89,91.0,91.0,2017,7,18,29,1,夏,否,否,夏季高峰,工作日
18,2017-07-19,2017/7/19,轻度污染,101.0,351.0,73.0,83.0,2.0,24.0,0.75,101.0,2017,7,19,29,2,夏,否,否,夏季高峰,工作日
19,2017-07-20,2017/7/20,轻度污染,,361.0,96.0,113.0,2.0,29.0,0.78,104.0,2017,7,20,29,3,夏,否,否,夏季高峰,工作日
20,2017-07-21,2017/7/21,优,121.0,22.0,24.0,2.0,24.0,0.67,60.0,60.0,2017,7,21,29,4,夏,否,否,夏季高峰,工作日
21,2017-07-22,2017/7/22,优,60.0,21.0,35.0,2.0,29.0,,46.0,46.0,2017,7,22,29,5,夏,是,否,夏季高峰,休息日
22,2017-07-23,2017/7/23,良,199.0,41.0,,2.0,35.0,0.69,52.0,52.0,2017,7,23,29,6,夏,是,否,夏季高峰,休息日
23,2017-07-24,2017/7/24,良,206.0,40.0,57.0,2.0,38.0,0.76,26.0,26.0,2017,7,24,30,0,夏,否,否,夏季高峰,工作日
24,2017-07-25,2017/7/25,良,184.0,31.0,48.0,3.0,31.0,0.81,71.0,71.0,2017,7,25,30,1,夏,否,否,夏季高峰,工作日
25,2017-07-26,2017/7/26,优,60.0,21.0,33.0,2.0,29.0,0.68,62.0,62.0,2017,7,26,30,2,夏,否,否,夏季高峰,工作日
26,2017-07-27,2017/7/27,良,177.0,38.0,64.0,2.0,44.0,0.93,49.0,49.0,2017,7,27,30,3,夏,否,否,夏季高峰,工作日
27,2017-07-28,2017/7/28,良,156.0,26.0,57.0,2.0,41.0,0.71,62.0,62.0,2017,7,28,30,4,夏,否,否,夏季高峰,工作日
28,2017-07-29,2017/7/29,良,234.0,31.0,59.0,2.0,37.0,,79.0,79.0,2017,7,29,30,5,夏,是,否,夏季高峰,休息日
15,2017-07-16,2017/7/16,轻度污染,110.0,365.0,63.0,84.0,2.0,34.0,1.11,123.0,2017,7,16,28,6,夏,是,否,夏季高峰,休息日
29,2017-07-30,2017/7/30,良,306.0,36.0,66.0,2.0,33.0,0.65,104.0,104.0,2017,7,30,30,6,夏,是,否,夏季高峰,休息日
29,2017-07-30,2017/7/30,良,306.0,36.0,66.0,2.0,33.0,0.65,104.0,104.0,2017,7,30,30,6,夏,是,否,夏季高峰,休息日
30,2017-07-31,2017/7/31,轻度污染,128.0,356.0,,100.0,2.0,34.0,0.92,143.0,2017,7,31,31,0,夏,否,否,夏季高峰,工作日
0,2017-08-01,2017/8/1,良,346.0,67.0,86.0,2.0,29.0,0.96,92.0,92.0,2017,8,1,31,1,夏,否,否,夏季高峰,工作日
1,2017-08-02,2017/8/2,良,234.0,33.0,50.0,3.0,,1.04,47.0,47.0,2017,8,2,31,2,夏,否,否,夏季高峰,工作日
2,2017-08-03,2017/8/3,优,168.0,19.0,37.0,2.0,17.0,0.6,85.0,85.0,2017,8,3,31,3,夏,否,否,夏季高峰,工作日
3,2017-08-04,2017/8/4,良,254.0,20.0,43.0,2.0,34.0,0.54,92.0,92.0,2017,8,4,31,4,夏,否,否,夏季高峰,工作日
4,2017-08-05,2017/8/5,良,281.0,25.0,57.0,2.0,33.0,,108.0,108.0,2017,8,5,31,5,夏,是,否,夏季高峰,休息日
5,2017-08-06,2017/8/6,良,167.0,16.0,33.0,2.0,27.0,0.47,87.0,87.0,2017,8,6,31,6,夏,是,否,夏季高峰,休息日
6,2017-08-07,2017/8/7,优,144.0,9.0,32.0,2.0,29.0,0.4,90.0,90.0,2017,8,7,32,0,夏,否,否,夏季高峰,工作日
7,2017-08-08,2017/8/8,良,353.0,,67.0,,37.0,0.64,121.0,121.0,2017,8,8,32,1,夏,否,否,夏季高峰,工作日
8,2017-08-09,2017/8/9,良,246.0,21.0,34.0,2.0,23.0,,103.0,103.0,2017,8,9,32,2,夏,否,否,夏季高峰,工作日
9,2017-08-10,2017/8/10,良,327.0,62.0,83.0,2.0,31.0,0.75,106.0,106.0,2017,8,10,32,3,夏,否,否,夏季高峰,工作日
10,2017-08-11,2017/8/11,轻度污染,123.0,358.0,89.0,98.0,2.0,36.0,1.14,88.0,2017,8,11,32,4,夏,否,否,夏季高峰,工作日
11,2017-08-12,2017/8/12,优,161.0,29.0,36.0,2.0,34.0,0.73,,68.0,2017,8,12,32,5,夏,是,否,夏季高峰,休息日
12,2017-08-13,2017/8/13,良,277.0,39.0,50.0,2.0,34.0,0.87,49.0,49.0,2017,8,13,32,6,夏,是,否,夏季高峰,休息日
13,2017-08-14,2017/8/14,良,222.0,26.0,40.0,2.0,25.0,0.74,83.0,83.0,2017,8,14,33,0,夏,否,否,夏季高峰,工作日
14,2017-08-15,2017/8/15,良,317.0,52.0,73.0,3.0,30.0,0.91,94.0,94.0,2017,8,15,33,1,夏,否,否,夏季高峰,工作日
15,2017-08-16,2017/8/16,良,340.0,56.0,71.0,2.0,36.0,0.86,62.0,62.0,2017,8,16,33,2,夏,否,否,夏季高峰,工作日
16,2017-08-17,2017/8/17,优,176.0,21.0,34.0,2.0,26.0,0.67,73.0,73.0,2017,8,17,33,3,夏,否,否,夏季高峰,工作日
17,2017-08-18,2017/8/18,良,333.0,51.0,72.0,2.0,50.0,1.14,60.0,60.0,2017,8,18,33,4,夏,否,否,夏季高峰,工作日
18,2017-08-19,2017/8/19,良,299.0,41.0,50.0,2.0,31.0,1.0,75.0,75.0,2017,8,19,33,5,夏,是,否,夏季高峰,休息日
19,2017-08-20,2017/8/20,良,349.0,59.0,71.0,2.0,35.0,1.19,77.0,77.0,2017,8,20,33,6,夏,是,否,夏季高峰,休息日
20,2017-08-21,2017/8/21,轻度污染,103.0,359.0,68.0,92.0,2.0,36.0,1.04,108.0,2017,8,21,34,0,夏,否,否,夏季高峰,工作日
21,2017-08-22,2017/8/22,轻度污染,104.0,361.0,77.0,94.0,2.0,33.0,0.93,67.0,2017,8,22,34,1,夏,否,否,夏季高峰,工作日
22,2017-08-23,2017/8/23,优,177.0,10.0,28.0,2.0,25.0,0.51,81.0,81.0,2017,8,23,34,2,夏,否,否,夏季高峰,工作日
23,2017-08-24,2017/8/24,优级,146.0,13.0,36.0,2.0,35.0,0.52,40.0,40.0,2017,8,24,34,3,夏,否,否,夏季高峰,工作日
24,2017-08-25,2017/8/25,优,102.0,8.0,34.0,2.0,35.0,0.41,38.0,38.0,2017,8,25,34,4,夏,否,否,夏季高峰,工作日
25,2017-08-26,2017/8/26,优,229.0,13.0,53.0,2.0,46.0,0.52,29.0,29.0,2017,8,26,34,5,夏,是,否,夏季高峰,休息日
26,2017-08-27,2017/8/27,优,81.0,16.0,27.0,2.0,27.0,0.52,55.0,55.0,2017,8,27,34,6,夏,是,否,夏季高峰,休息日
27,2017-08-28,2017/8/28,优,123.0,18.0,17.0,,25.0,0.49,39.0,39.0,2017,8,28,35,0,夏,否,否,夏季高峰,工作日
28,2017-08-29,2017/8/29,优,207.0,14.0,45.0,3.0,34.0,0.47,41.0,41.0,2017,8,29,35,1,夏,否,否,夏季高峰,工作日
29,2017-08-30,2017/8/30,良,356.0,50.0,85.0,3.0,42.0,0.79,70.0,70.0,2017,8,30,35,2,夏,否,否,夏季高峰,工作日
30,2017-08-31,2017/8/31,轻度污染,106.0,359.0,79.0,97.0,2.0,33.0,0.88,65.0,2017,8,31,35,3,夏,否,否,夏季高峰,工作日
0,2017-09-01,2017-09-01,中度污染,177.0,366.0,134.0,149.0,2.0,38.0,,71.0,2017,9,1,35,4,秋,否,否,秋季回升,工作日
1,2017-09-02,2017-09-02,轻度污染,148.0,366.0,109.0,118.0,2.0,32.0,1.16,79.0,2017,9,2,35,5,秋,是,否,秋季回升,休息日
2,2017-09-03,2017-09-03,良,319.0,55.0,77.0,3.0,29.0,0.77,87.0,87.0,2017,9,3,35,6,秋,是,否,秋季回升,休息日
3,2017-09-04,2017-09-04,轻度污染,117.0,366.0,87.0,111.0,3.0,34.0,0.9,93.0,2017,9,4,36,0,秋,否,否,秋季回升,工作日
4,2017-09-05,2017-09-05,良,295.0,39.0,59.0,2.0,33.0,0.65,51.0,51.0,2017,9,5,36,1,秋,否,否,秋季回升,工作日
5,2017-09-06,2017-09-06,优,190.0,14.0,47.0,2.0,40.0,0.48,56.0,56.0,2017,9,6,36,2,秋,否,否,秋季回升,工作日
6,2017-09-07,2017-09-07,良,333.0,42.0,,2.0,46.0,0.72,102.0,102.0,2017,9,7,36,3,秋,否,否,秋季回升,工作日
7,2017-09-08,2017-09-08,轻度污染,139.0,364.0,106.0,134.0,2.0,58.0,1.08,51.0,2017,9,8,36,4,秋,否,否,秋季回升,工作日
8,2017-09-09,2017-09-09,轻度污染,110.0,352.0,78.0,115.0,2.0,31.0,1.12,148.0,2017,9,9,36,5,秋,是,否,秋季回升,休息日
9,2017-09-10,2017-09-10,轻度污染,121.0,364.0,90.0,104.0,3.0,40.0,1.14,56.0,2017,9,10,36,6,秋,是,否,秋季回升,休息日
10,2017-09-11,2017-09-11,优,142.0,19.0,36.0,,38.0,0.5,46.0,46.0,2017,9,11,37,0,秋,否,否,秋季回升,工作日
11,2017-09-12,2017-09-12,优,128.0,19.0,55.0,,41.0,0.5,59.0,59.0,2017,9,12,37,1,秋,否,否,秋季回升,工作日
12,2017-09-13,2017-09-13,轻度污染,101.0,348.0,70.0,120.0,5.0,56.0,1.07,94.0,2017,9,13,37,2,秋,否,否,秋季回升,工作日
13,2017-09-14,2017-09-14,轻度污染,125.0,365.0,86.0,125.0,4.0,,1.03,89.0,2017,9,14,37,3,秋,否,否,秋季回升,工作日
14,2017-09-15,2017-09-15,良,312.0,58.0,98.0,3.0,59.0,0.84,,59.0,2017,9,15,37,4,秋,否,否,秋季回升,工作日
15,2017-09-16,2017-09-16,轻度污染,116.0,355.0,87.0,124.0,3.0,60.0,1.04,74.0,2017,9,16,37,5,秋,是,否,秋季回升,休息日
16,2017-09-17,2017-09-17,优,39.0,10.0,30.0,2.0,32.0,0.37,53.0,53.0,2017,9,17,37,6,秋,是,否,秋季回升,休息日
17,2017-09-18,2017-09-18,良,134.0,21.0,70.0,2.0,53.0,0.55,62.0,62.0,2017,9,18,38,0,秋,否,否,秋季回升,工作日
18,2017-09-19,2017-09-19,优,97.0,12.0,48.0,,44.0,0.44,42.0,42.0,2017,9,19,38,1,秋,否,否,秋季回升,工作日
19,2017-09-20,2017-09-20,优,47.0,150.0,12.0,51.0,2.0,44.0,0.41,47.0,2017,9,20,38,2,秋,否,否,秋季回升,工作日
20,2017-09-21,2017-09-21,良,308.0,55.0,115.0,7.0,73.0,0.94,66.0,66.0,2017,9,21,38,3,秋,否,否,秋季回升,工作日
21,2017-09-22,2017-09-22,良,245.0,24.0,90.0,2.0,38.0,0.46,53.0,53.0,2017,9,22,38,4,秋,否,否,秋季回升,工作日
22,2017-09-23,2017-09-23,轻度污染,117.0,354.0,46.0,183.0,5.0,68.0,,47.0,2017,9,23,38,5,秋,是,否,秋季回升,休息日
23,2017-09-24,2017-09-24,良,347.0,59.0,146.0,4.0,54.0,0.97,84.0,84.0,2017,9,24,38,6,秋,是,否,秋季回升,休息日
24,2017-09-25,2017-09-25,轻度污染,103.0,345.0,75.0,129.0,7.0,45.0,1.44,79.0,2017,9,25,39,0,秋,否,否,秋季回升,工作日
25,2017-09-26,2017-09-26,良,312.0,48.0,67.0,2.0,40.0,0.71,35.0,35.0,2017,9,26,39,1,秋,否,否,秋季回升,工作日
26,2017-09-27,2017-09-27,良,238.0,26.0,58.0,3.0,47.0,0.92,14.0,14.0,2017,9,27,39,2,秋,否,否,秋季回升,工作日
27,2017-09-28,2017-09-28,优,55.0,9.0,33.0,2.0,27.0,0.32,41.0,41.0,2017,9,28,39,3,秋,否,否,秋季回升,工作日
28,2017-09-29,2017-09-29,良,288.0,40.0,95.0,3.0,67.0,0.72,34.0,34.0,2017,9,29,39,4,秋,否,否,秋季回升,工作日
29,2017-09-30,2017-09-30,轻度污染,144.0,361.0,107.0,155.0,4.0,66.0,1.11,56.0,2017,9,30,39,5,秋,是,否,秋季回升,休息日
0,2017-10-01,2017/10/1,轻度污染,111.0,352.0,73.0,91.0,1.0,47.0,0.75,52.0,2017,10,1,39,6,秋,是,是,秋季回升,休息日
1,2017-10-02,2017/10/2,优,159.0,12.0,44.0,3.0,32.0,0.5,24.0,24.0,2017,10,2,40,0,秋,否,是,秋季回升,工作日
2,2017-10-03,2017/10/3,优,109.0,15.0,33.0,1.0,32.0,0.43,23.0,23.0,2017,10,3,40,1,秋,否,是,秋季回升,工作日
3,2017-10-05,2017/10/5,良,346.0,53.0,77.0,4.0,38.0,0.72,45.0,45.0,2017,10,5,40,3,秋,否,是,秋季回升,工作日
4,2017-10-06,2017/10/6,良,353.0,67.0,89.0,5.0,47.0,0.78,43.0,43.0,2017,10,6,40,4,秋,否,是,秋季回升,工作日
5,2017-10-07,2017/10/7,轻度污染,146.0,361.0,109.0,131.0,2.0,71.0,1.11,11.0,2017,10,7,40,5,秋,是,是,秋季回升,休息日
6,2017-10-08,2017/10/8,中度污染,,363.0,126.0,91.0,2.0,67.0,,5.0,2017,10,8,40,6,秋,是,是,秋季回升,休息日
7,2017-10-09,2017/10/9,优,179.0,29.0,10.0,2.0,29.0,0.64,20.0,20.0,2017,10,9,41,0,秋,否,否,秋季回升,工作日
8,2017-10-10,2017/10/10,优,6.0,,8.0,2.0,18.0,0.33,31.0,31.0,2017,10,10,41,1,秋,否,否,秋季回升,工作日
9,2017-10-11,2017/10/11,优,15.0,10.0,,2.0,26.0,0.41,,22.0,2017,10,11,41,2,秋,否,否,秋季回升,工作日
10,2017-10-12,2017/10/12,优,141.0,19.0,35.0,2.0,37.0,0.49,22.0,22.0,2017,10,12,41,3,秋,否,否,秋季回升,工作日
11,2017-10-13,2017/10/13,良,234.0,35.0,53.0,999.0,45.0,0.75,22.0,22.0,2017,10,13,41,4,秋,否,否,秋季回升,工作日
12,2017-10-14,2017/10/14,优,82.0,14.0,32.0,3.0,41.0,0.61,18.0,18.0,2017,10,14,41,5,秋,是,否,秋季回升,休息日
13,2017-10-15,2017/10/15,良,266.0,46.0,52.0,2.0,38.0,1.01,,21.0,2017,10,15,41,6,秋,是,否,秋季回升,休息日
14,2017-10-16,2017/10/16,良,237.0,38.0,51.0,3.0,39.0,0.92,29.0,29.0,2017,10,16,42,0,秋,否,否,秋季回升,工作日
15,2017-10-17,2017/10/17,良,319.0,68.0,80.0,2.0,46.0,1.19,25.0,25.0,2017,10,17,42,1,秋,否,否,秋季回升,工作日
16,2017-10-18,2017/10/18,良,326.0,67.0,22.0,2.0,44.0,1.18,17.0,17.0,2017,10,18,42,2,秋,否,否,秋季回升,工作日
17,2017-10-19,2017/10/19,良,261.0,53.0,20.0,,36.0,1.16,24.0,24.0,2017,10,19,42,3,秋,否,否,秋季回升,工作日
18,2017-10-20,2017/10/20,轻度污染,123.0,325.0,93.0,47.0,2.0,44.0,1.36,25.0,2017,10,20,42,4,秋,否,否,秋季回升,工作日
19,2017-10-21,2017/10/21,轻度污染,103.0,308.0,75.0,57.0,2.0,36.0,1.31,36.0,2017,10,21,42,5,秋,是,否,秋季回升,休息日
20,2017-10-22,2017/10/22,良,115.0,37.0,47.0,3.0,,0.89,16.0,16.0,2017,10,22,42,6,秋,是,否,秋季回升,休息日
21,2017-10-23,2017/10/23,优,91.0,34.0,43.0,2.0,36.0,,24.0,24.0,2017,10,23,43,0,秋,否,否,秋季回升,工作日
22,2017-10-24,2017/10/24,良,263.0,66.0,76.0,2.0,44.0,0.91,30.0,30.0,2017,10,24,43,1,秋,否,否,秋季回升,工作日
23,2017-10-25,2017/10/25,轻度污染,141.0,350.0,106.0,58.0,2.0,52.0,1.27,16.0,2017,10,25,43,2,秋,否,否,秋季回升,工作日
24,2017-10-26,2017/10/26,中度污染,195.0,360.0,149.0,17.0,2.0,65.0,1.56,11.0,2017,10,26,43,3,秋,否,否,秋季回升,工作日
25,2017-10-27,2017/10/27,重度污染,217.0,352.0,166.0,0.0,2.0,,1.54,20.0,2017,10,27,43,4,秋,否,否,秋季回升,工作日
26,2017-10-28,2017/10/28,良,172.0,47.0,48.0,1.0,26.0,0.66,,38.0,2017,10,28,43,5,秋,是,否,秋季回升,休息日
27,2017-10-29,2017/10/29,优,4.0,7.0,21.0,2.0,24.0,0.34,39.0,39.0,2017,10,29,43,6,秋,是,否,秋季回升,休息日
28,2017-10-30,2017/10/30,优,31.0,17.0,41.0,3.0,44.0,0.53,,24.0,2017,10,30,44,0,秋,否,否,秋季回升,工作日
29,2017-10-31,2017/10/31,良,229.0,56.0,98.0,4.0,69.0,0.94,7.0,7.0,2017,10,31,44,1,秋,否,否,秋季回升,工作日
0,2017-11-01,2017-11-01,良,193.0,63.0,99.0,2.0,76.0,1.01,12.0,12.0,2017,11,1,44,2,秋,否,否,秋季回升,工作日
1,2017-11-02,2017-11-02,良,113.0,50.0,84.0,5.0,55.0,0.91,27.0,27.0,2017,11,2,44,3,秋,否,否,秋季回升,工作日
2,2017-11-03,2017-11-03,优,4.0,7.0,27.0,2.0,27.0,0.34,39.0,39.0,2017,11,3,44,4,秋,否,否,秋季回升,工作日
3,2017-11-04,2017-11-04,良,102.0,33.0,60.0,3.0,51.0,,22.0,22.0,2017,11,4,44,5,秋,是,否,秋季回升,休息日
4,2017-11-05,2017-11-05,轻度污染,131.0,329.0,98.0,118.0,5.0,67.0,1.23,17.0,2017,11,5,44,6,秋,是,否,秋季回升,休息日
5,2017-11-06,2017-11-06,中度污染,200.0,356.0,151.0,136.0,4.0,67.0,1.48,25.0,2017,11,6,45,0,秋,否,否,秋季回升,工作日
6,2017-11-07,2017-11-07,轻度污染,129.0,265.0,86.0,74.0,2.0,43.0,0.93,35.0,2017,11,7,45,1,秋,否,否,秋季回升,工作日
7,2017-11-08,2017-11-08,优,53.0,18.0,42.0,5.0,48.0,0.79,19.0,19.0,2017,11,8,45,2,秋,否,否,秋季回升,工作日
8,2017-11-09,2017-11-09,良,179.0,50.0,89.0,5.0,61.0,1.34,8.0,8.0,2017,11,9,45,3,秋,否,否,秋季回升,工作日
9,2017-11-10,2017-11-10,优,28.0,9.0,39.0,2.0,15.0,0.31,49.0,49.0,2017,11,10,45,4,秋,否,否,秋季回升,工作日
10,2017-11-11,2017-11-11,优,38.0,16.0,34.0,3.0,34.0,0.42,24.0,24.0,2017,11,11,45,5,秋,是,否,秋季回升,休息日
11,2017-11-12,2017-11-12,良,253.0,53.0,89.0,5.0,61.0,0.97,7.0,7.0,2017,11,12,45,6,秋,是,否,秋季回升,休息日
12,2017-11-13,2017-11-13,良,165.0,26.0,71.0,2.0,30.0,0.62,38.0,38.0,2017,11,13,46,0,秋,否,否,秋季回升,工作日
13,2017-11-14,2017-11-14,优,10.0,9.0,27.0,2.0,23.0,0.44,39.0,39.0,2017,11,14,46,1,秋,否,否,秋季回升,工作日
14,2017-11-15,2017-11-15,优,54.0,14.0,,2.0,35.0,0.51,35.0,35.0,2017,11,15,46,2,秋,否,否,秋季回升,工作日
15,2017-11-16,2017-11-16,良,213.0,55.0,83.0,9.0,69.0,1.29,10.0,10.0,2017,11,16,46,3,秋,否,否,秋季回升,工作日
16,2017-11-17,2017-11-17,良,154.0,24.0,,4.0,32.0,0.67,40.0,40.0,2017,11,17,46,4,秋,否,否,秋季回升,工作日
17,2017-11-18,2017-11-18,良,224.0,34.0,54.0,5.0,31.0,0.58,38.0,38.0,2017,11,18,46,5,秋,是,否,秋季回升,休息日
18,2017-11-19,2017-11-19,轻度污染,115.0,346.0,86.0,114.0,8.0,69.0,1.27,8.0,2017,11,19,46,6,秋,是,否,秋季回升,休息日
19,2017-11-20,2017-11-20,轻度污染,135.0,342.0,101.0,128.0,10.0,83.0,1.82,11.0,2017,11,20,47,0,秋,否,否,秋季回升,工作日
20,2017-11-21,2017-11-21,中度污染,166.0,354.0,119.0,161.0,11.0,85.0,1.83,20.0,2017,11,21,47,1,秋,否,否,秋季回升,工作日
21,2017-11-22,2017-11-22,优,45.0,7.0,33.0,2.0,16.0,0.33,52.0,52.0,2017,11,22,47,2,秋,否,否,秋季回升,工作日
22,2017-11-23,2017-11-23,优,16.0,6.0,28.0,2.0,19.0,0.37,43.0,43.0,2017,11,23,47,3,秋,否,否,秋季回升,工作日
23,2017-11-24,2017-11-24,优,49.0,18.0,44.0,5.0,31.0,0.53,33.0,33.0,2017,11,24,47,4,秋,否,否,秋季回升,工作日
24,2017-11-25,2017-11-25,良,128.0,39.0,74.0,7.0,57.0,0.97,,16.0,2017,11,25,47,5,秋,是,否,秋季回升,休息日
25,2017-11-26,2017-11-26,优,27.0,10.0,27.0,2.0,22.0,0.39,49.0,49.0,2017,11,26,47,6,秋,是,否,秋季回升,休息日
26,2017-11-27,2017-11-27,良,236.0,67.0,92.0,9.0,69.0,1.37,8.0,8.0,2017,11,27,48,0,秋,否,否,秋季回升,工作日
27,2017-11-28,2017-11-28,良,127.0,39.0,78.0,4.0,39.0,0.86,36.0,36.0,2017,11,28,48,1,秋,否,否,秋季回升,工作日
28,2017-11-29,2017-11-29,优,15.0,,32.0,3.0,32.0,0.48,33.0,33.0,2017,11,29,48,2,秋,否,否,秋季回升,工作日
29,2017-11-30,2017-11-30,优,116.0,22.0,,6.0,41.0,0.68,28.0,28.0,2017,11,30,48,3,秋,否,否,秋季回升,工作日
0,2017-12-01,2017/12/1,良,280.0,67.0,99.0,10.0,,1.26,12.0,12.0,2017,12,1,48,4,冬,否,否,秋季回升,工作日
1,2017-12-02,2017/12/2,中度污染,187.0,344.0,144.0,177.0,15.0,103.0,2.24,5.0,2017,12,2,48,5,冬,是,否,秋季回升,休息日
2,2017-12-03,2017/12/3,良,191.0,52.0,72.0,6.0,41.0,0.92,40.0,40.0,2017,12,3,48,6,冬,是,否,秋季回升,休息日
3,2017-12-04,2017/12/4,优,2.0,5.0,21.0,1.0,15.0,0.34,53.0,53.0,2017,12,4,49,0,冬,否,否,秋季回升,工作日
4,2017-12-05,2017/12/5,优,34.0,22.0,46.0,5.0,43.0,0.72,27.0,27.0,2017,12,5,49,1,冬,否,否,秋季回升,工作日
5,2017-12-06,2017/12/6,优,30.0,23.0,53.0,6.0,41.0,0.78,32.0,32.0,2017,12,6,49,2,冬,否,否,秋季回升,工作日
6,2017-12-07,2017/12/7,优,2.0,8.0,25.0,4.0,19.0,0.42,39.0,39.0,2017,12,7,49,3,冬,否,否,秋季回升,工作日
7,2017-12-08,2017/12/8,优,23.0,20.0,43.0,5.0,40.0,0.73,23.0,23.0,2017,12,8,49,4,冬,否,否,秋季回升,工作日
8,2017-12-09,2017/12/9,良,41.0,33.0,62.0,8.0,58.0,1.04,16.0,16.0,2017,12,9,49,5,冬,是,否,秋季回升,休息日
9,2017-12-10,2017/12/10,优,19.0,6.0,45.0,2.0,13.0,0.28,61.0,61.0,2017,12,10,49,6,冬,是,否,秋季回升,休息日
10,2017-12-11,2017/12/11,优,6.0,5.0,20.0,2.0,15.0,0.32,54.0,54.0,2017,12,11,50,0,冬,否,否,秋季回升,工作日
11,2017-12-12,2017/12/12,优,7.0,12.0,25.0,3.0,30.0,0.55,27.0,27.0,2017,12,12,50,1,冬,否,否,秋季回升,工作日
12,2017-12-13,2017/12/13,优,82.0,31.0,49.0,6.0,50.0,0.87,10.0,10.0,2017,12,13,50,2,冬,否,否,秋季回升,工作日
13,2017-12-14,2017/12/14,良,249.0,70.0,85.0,18.0,68.0,1.76,6.0,6.0,2017,12,14,50,3,冬,否,否,秋季回升,工作日
14,2017-12-15,2017/12/15,良,179.0,35.0,57.0,6.0,34.0,0.85,,37.0,2017,12,15,50,4,冬,否,否,秋季回升,工作日
